Email,Q1,Q2,Observation,Name,ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,starting Date,end Date,percentage,current Location,current TL,all Locations,current PMs,current PA,pms History,current DDs,assignment Type,comments,Project Studio,Studio,Office,dds History,business Unit Tag,business Unit Name,replacement reason,organizational Unit Type,billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user1@mail,1,1,xxxxxxxxxxxxx,User206,254,UX,Arq,CLI4,Shure,CLA059,Shure Mobile,6/8/15,12/31/20,91,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,5,4,xxxxxxxxxxxxx,User274,255,UX,Arq,CLI4,Shure,CLA058,Shure Mobile,6/8/15,12/31/20,19,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,4,3,xxxxxxxxxxxxx,User275,256,Java Developer,Jr. adv,CLI5,Shure,CLA059,Shure Mobile,6/8/15,12/31/20,83,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,3,4,xxxxxxxxxxxxx,User343,257,Web Mobile Developer,SSr,CLI1,Shure,CLA058,Shure Mobile,6/8/15,12/31/20,83,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,1,1,xxxxxxxxxxxxx,User344,258,SQL Developer,Jr,CLI2,Shure,CLA059,Shure Mobile,6/8/15,12/31/20,9,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,1,2,xxxxxxxxxxxxx,User412,259,Business Analyst,Sr,CLI3,Shure,CLA058,Shure Mobile,6/8/15,12/31/20,14,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,4,5,xxxxxxxxxxxxx,User413,260,UX,Arq,CLI4,Shure,CLA059,Shure Mobile,6/8/15,12/31/20,66,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,5,3,xxxxxxxxxxxxx,User481,261,UX,Arq,CLI4,Shure,CLA058,Shure Mobile,6/8/15,12/31/20,88,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,4,2,xxxxxxxxxxxxx,User482,262,Java Developer,Jr. adv,CLI5,Shure,CLA059,Shure Mobile,6/8/15,12/31/20,92,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,4,5,xxxxxxxxxxxxx,User69,263,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Web,6/8/15,12/31/20,16,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,1,1,xxxxxxxxxxxxx,User138,264,Business Analyst,Sr,CLI3,Shure,CLA056,Shure Web,6/8/15,12/31/20,16,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,1,1,xxxxxxxxxxxxx,User207,265,Java Developer,Jr. adv,CLI5,Shure,CLA056,Shure Web,6/8/15,12/31/20,83,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,2,2,xxxxxxxxxxxxx,User276,266,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Web,6/8/15,12/31/20,53,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,3,1,xxxxxxxxxxxxx,User345,267,Business Analyst,Sr,CLI3,Shure,CLA056,Shure Web,6/8/15,12/31/20,32,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,2,4,xxxxxxxxxxxxx,User414,268,Java Developer,Jr. adv,CLI5,Shure,CLA056,Shure Web,6/8/15,12/31/20,72,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,5,1,xxxxxxxxxxxxx,User483,269,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Web,6/8/15,12/31/20,22,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,5,5,xxxxxxxxxxxxx,User12,270,Business Analyst,Sr,CLI3,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,45,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,2,5,xxxxxxxxxxxxx,User20,271,SQL Developer,Jr,CLI2,Siemens,CLA056,Control Siemens,6/8/15,12/31/20,22,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,3,5,xxxxxxxxxxxxx,User21,272,Business Analyst,Sr,CLI3,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,16,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,4,2,xxxxxxxxxxxxx,User22,273,UX,Arq,CLI4,Siemens,CLA058,Control Siemens,6/8/15,12/31/20,31,AR/CB2,Xavier Perez,AR/CB4,Gaston Sosa,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,5,3,xxxxxxxxxxxxx,User23,274,Java Developer,Jr. adv,CLI5,Siemens,CLA059,Control Siemens,6/8/15,12/31/20,50,AR/CB2,Xavier Perez,AR/CB5,Gaston Sosa,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,2,3,xxxxxxxxxxxxx,User99,275,Java Developer,Jr. adv,CLI5,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,46,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,1,2,xxxxxxxxxxxxx,User100,276,Web Mobile Developer,SSr,CLI1,Siemens,CLA056,Control Siemens,6/8/15,12/31/20,6,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user1@mail,4,5,xxxxxxxxxxxxx,User101,277,SQL Developer,Jr,CLI2,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,59,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,5,5,xxxxxxxxxxxxx,User102,278,Business Analyst,Sr,CLI3,Siemens,CLA058,Control Siemens,6/8/15,12/31/20,4,AR/CB2,Xavier Perez,AR/CB4,Gaston Sosa,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,5,2,xxxxxxxxxxxxx,User103,279,UX,Arq,CLI4,Siemens,CLA059,Control Siemens,6/8/15,12/31/20,73,AR/CB2,Xavier Perez,AR/CB5,Gaston Sosa,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,3,1,xxxxxxxxxxxxx,User168,280,SQL Developer,Jr,CLI2,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,47,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,1,2,xxxxxxxxxxxxx,User169,281,Business Analyst,Sr,CLI3,Siemens,CLA056,Control Siemens,6/8/15,12/31/20,40,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,3,5,xxxxxxxxxxxxx,User170,282,UX,Arq,CLI4,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,15,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,2,4,xxxxxxxxxxxxx,User171,283,Java Developer,Jr. adv,CLI5,Siemens,CLA058,Control Siemens,6/8/15,12/31/20,6,AR/CB2,Xavier Perez,AR/CB4,Gaston Sosa,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,1,4,xxxxxxxxxxxxx,User172,284,Web Mobile Developer,SSr,CLI1,Siemens,CLA059,Control Siemens,6/8/15,12/31/20,33,AR/CB2,Xavier Perez,AR/CB5,Gaston Sosa,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,5,3,xxxxxxxxxxxxx,User237,285,Business Analyst,Sr,CLI3,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,48,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,5,3,xxxxxxxxxxxxx,User238,286,UX,Arq,CLI4,Siemens,CLA056,Control Siemens,6/8/15,12/31/20,4,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,1,1,xxxxxxxxxxxxx,User239,287,Java Developer,Jr. adv,CLI5,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,20,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,5,4,xxxxxxxxxxxxx,User240,288,SQL Developer,Jr,CLI2,Siemens,CLA058,Control Siemens,6/8/15,12/31/20,25,AR/CB2,Xavier Perez,AR/CB4,Gaston Sosa,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,5,3,xxxxxxxxxxxxx,User241,289,Business Analyst,Sr,CLI3,Siemens,CLA059,Control Siemens,6/8/15,12/31/20,1,AR/CB2,Xavier Perez,AR/CB5,Gaston Sosa,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,1,5,xxxxxxxxxxxxx,User306,290,Java Developer,Jr. adv,CLI5,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,49,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,1,4,xxxxxxxxxxxxx,User307,291,Web Mobile Developer,SSr,CLI1,Siemens,CLA056,Control Siemens,6/8/15,12/31/20,67,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user3@mail,3,1,xxxxxxxxxxxxx,User308,292,SQL Developer,Jr,CLI2,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,54,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,5,3,xxxxxxxxxxxxx,User309,293,Business Analyst,Sr,CLI3,Siemens,CLA058,Control Siemens,6/8/15,12/31/20,69,AR/CB2,Xavier Perez,AR/CB4,Gaston Sosa,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,1,4,xxxxxxxxxxxxx,User310,294,UX,Arq,CLI4,Siemens,CLA059,Control Siemens,6/8/15,12/31/20,46,AR/CB2,Xavier Perez,AR/CB5,Gaston Sosa,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,4,2,xxxxxxxxxxxxx,User375,295,SQL Developer,Jr,CLI2,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,50,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,1,4,xxxxxxxxxxxxx,User376,296,Business Analyst,Sr,CLI3,Siemens,CLA056,Control Siemens,6/8/15,12/31/20,31,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,1,2,xxxxxxxxxxxxx,User377,297,UX,Arq,CLI4,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,11,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,1,5,xxxxxxxxxxxxx,User378,298,Java Developer,Jr. adv,CLI5,Siemens,CLA058,Control Siemens,6/8/15,12/31/20,17,AR/CB2,Xavier Perez,AR/CB4,Gaston Sosa,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,4,3,xxxxxxxxxxxxx,User379,299,Web Mobile Developer,SSr,CLI1,Siemens,CLA059,Control Siemens,6/8/15,12/31/20,38,AR/CB2,Xavier Perez,AR/CB5,Gaston Sosa,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,3,1,xxxxxxxxxxxxx,User444,300,Business Analyst,Sr,CLI3,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,51,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,4,3,xxxxxxxxxxxxx,User445,301,UX,Arq,CLI4,Siemens,CLA056,Control Siemens,6/8/15,12/31/20,47,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,2,5,xxxxxxxxxxxxx,User446,302,Java Developer,Jr. adv,CLI5,Siemens,CLA057,Control Siemens,6/8/15,12/31/20,62,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,5,3,xxxxxxxxxxxxx,User447,303,SQL Developer,Jr,CLI2,Siemens,CLA058,Control Siemens,6/8/15,12/31/20,25,AR/CB2,Xavier Perez,AR/CB4,Gaston Sosa,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,2,5,xxxxxxxxxxxxx,User448,304,Business Analyst,Sr,CLI3,Siemens,CLA059,Control Siemens,6/8/15,12/31/20,10,AR/CB2,Xavier Perez,AR/CB5,Gaston Sosa,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,5,5,xxxxxxxxxxxxx,User7,305,Business Analyst,Sr,CLI3,Siemens,CLA057,Online PLC,6/8/15,12/31/20,45,AR/CB2,Jorge Pereyra,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,1,3,xxxxxxxxxxxxx,User104,306,Java Developer,Jr. adv,CLI5,Siemens,CLA057,Online PLC,6/8/15,12/31/20,45,AR/CB2,Jorge Pereyra,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,3,3,xxxxxxxxxxxxx,User173,307,SQL Developer,Jr,CLI2,Siemens,CLA057,Online PLC,6/8/15,12/31/20,45,AR/CB2,Jorge Pereyra,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,3,2,xxxxxxxxxxxxx,User242,308,UX,Arq,CLI4,Siemens,CLA057,Online PLC,6/8/15,12/31/20,45,AR/CB2,Jorge Pereyra,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,4,5,xxxxxxxxxxxxx,User311,309,Java Developer,Jr. adv,CLI5,Siemens,CLA057,Online PLC,6/8/15,12/31/20,45,AR/CB2,Jorge Pereyra,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,3,2,xxxxxxxxxxxxx,User380,310,SQL Developer,Jr,CLI2,Siemens,CLA057,Online PLC,6/8/15,12/31/20,45,AR/CB2,Jorge Pereyra,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,4,2,xxxxxxxxxxxxx,User449,311,UX,Arq,CLI4,Siemens,CLA057,Online PLC,6/8/15,12/31/20,45,AR/CB2,Jorge Pereyra,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,3,5,xxxxxxxxxxxxx,User3,312,Business Analyst,Sr,CLI3,Siemens,CLA057,PLC Net,6/8/15,12/31/20,45,AR/CB2,Esteban Diaz,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,5,5,xxxxxxxxxxxxx,User16,313,Business Analyst,Sr,CLI3,Siemens,CLA057,PLC Net,6/8/15,12/31/20,45,AR/CB2,Esteban Diaz,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,4,5,xxxxxxxxxxxxx,User105,314,SQL Developer,Jr,CLI2,Siemens,CLA057,PLC Net,6/8/15,12/31/20,45,AR/CB2,Esteban Diaz,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,5,5,xxxxxxxxxxxxx,User106,315,Business Analyst,Sr,CLI3,Siemens,CLA057,PLC Net,6/8/15,12/31/20,45,AR/CB2,Esteban Diaz,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,2,4,xxxxxxxxxxxxx,User174,316,Business Analyst,Sr,CLI3,Siemens,CLA057,PLC Net,6/8/15,12/31/20,45,AR/CB2,Esteban Diaz,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,2,4,xxxxxxxxxxxxx,User175,317,UX,Arq,CLI4,Siemens,CLA057,PLC Net,6/8/15,12/31/20,45,AR/CB2,Esteban Diaz,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
